Chunk_ID,Context_Text,Is_Climax
C00481,"[ROW] 
【前文回顾】: “清璇学姐果然获得前三了！” “嘻嘻，不愧是我最崇拜的人啊。” “不过原本我还以为清璇姐能拿第一呢看来这一届的灵院大赛，果然是藏龙卧虎啊。” 在那漫天的柔柔软软的娇声中，终于有人视线上移最后看见了那黄金战梯第二层，那里同样有着一支昂扬的队伍。 那支队伍，皆是身着白衣，个个气势不凡，不过此时他们的面色，却并没有想象中的兴垩奋，反而是有些阴翳，特别是那领头之人，面色更是有点铁青。 “淘汰赛第二名是圣灵院的队伍！”
【前文回顾】: “他们的队长便是那个姬玄吧？早就听说过他的名声了，据说他是此次夺冠的最大热门啊怎么会变成第二的？” “不清楚啊” “连姬玄都才第二名，那第一名究竟是何方神圣？” 在那漫天有些震动的哗然声中，所有的目光都是在此时猛然上移，最后停留在了黄金战梯最顶尖的位置那里现在是这片空间之中最为瞩目的地方。 而在天地间目光汇聚间，那里的金光已然散去，五道身影，彻底清晰。 队伍最领首，是一位身着藏青衣衫的少年，少年身躯挺拔如枪，模样俊逸黑色的眸子犹如是夜空一般深邃，脸庞上延伸出来的线条，却并不见太多的青涩，反而是有着一抹这个年龄的人很难拥有的一抹坚毅与自信。
【当前段落】: 不论是从外貌还是气质，他都丝毫不逊色于圣灵院的姬玄。 而在少年身侧，则是一道窈窕倩影，她同样是藏青长裙，长裙之下，便是有胸有腰仪态万千的妙曼曲线，让得人怦然心动。 而最让得那无数视线惊叹的是她竟然拥有着不逊色于温清璇的容颜，肌肤如雪，娥眉如月，身如轻柳，特别是那一对仿佛琉璃般的眸子，清澈见底，那双美丽的眼睛犹如是拥有着魔力一般，令得人忍不住的沉醉其中，心中再大的烦恼，在一见到她一对不惹尘埃的眸子时，便是会悄然的散去。",0
C00891,"[ROW] 
【前文回顾】: 而萧炎使用紫云翼代步。虽然对斗气消耗极为庞大。不过好在有先前炼制好地回气丹支持。再加上已经进化成玄阶中级地焚决功法。两者地共同协作下。倒是勉强能够支持萧炎长途飞行。只不过每隔两天时间。他便是需要落下地面来进行一次长达一天地深层修炼。以此来回复那经过长时间飞行。而近乎麻木地肌肉与精神。 而在这般拼尽全力地赶路下。那若是悠闲历练至少需要半年甚至更多时间。方才能到达地“黑角域”。却是生生被萧炎强行缩减了将近十几倍。
【前文回顾】: 在萧炎使用紫云翼飞行了将近十天时间左右时，下方那千篇一律的重重山峦忽然变得疏密起来，他略微愣了愣，旋即抬头目光扫向远方，却是瞧见在那视线的尽头处，漆黑色的平原，犹如一道黑线般，将外面与里面的世界，完全的分割了开来。 “这是黑域大平原？”望着那在视线中逐渐扩大化的黑线，萧炎那满是疲倦与风尘的脸庞猛然间变得精神抖擞了起来，一抹如释重负的笑容由嘴角扩散而出，按照地图所指，这“黑域大平原”，便是“黑角域”的门户
【当前段落】: 踏入这里，那么便是进入了那个与外面格格不入的 “终于到了使劲的揉了揉大大的黑眼圈，萧炎缓缓降下了身形，虽然“黑角域”近在眼前，可他并没有立刻选择便是进入其中，既然连药老都反复与他强调那个地方的混乱，那他觉得，以自己现在这副疲惫状态进入那个危险四布的环境中，似乎并算不得上明智。 “先回复一下状态吧，虽然这十天赶路极为辛苦，不过这对你也是好处不小，体内斗气正是要在这般不断消耗之中，方才能够快速增强。”药老的声音，此时也是在心中响起。",0
C00745,"[ROW] 
【前文回顾】: 显然，面对着此时强横的温清璇，姬玄也是在开始催动杀招。 温清璇望着那令人心生畏惧的圣光虚影，却是一声冷哼，她没有丝毫的退避，黄金战枪轻轻一跺，那金凰便是冲天而起，一人一凰，仿佛是化为了一道耀眼的金色光束，以一种无法形容的速度，暴冲而上，最后与那圣光虚影，硬憾在一起。 天地仿佛都是在此时剧烈的颤抖起来，圣光与金光弥漫而开，导致于那一片天空，都是开始呈现扭曲的迹象。 那扩散而开的灵力冲击波，更是引爆了天地。
【前文回顾】: 圣光虚影与金凰死死硬憾，两股可怕的力量，在疯狂的互相侵蚀着，不过显然，还是金凰占据着上风，那圣光虚影，在金光的侵蚀下，逐渐的淡化。 然而姬玄的面目，依旧淡漠，旋即他的眼中，掠过一抹冷酷之色，似是轻轻点头了一下。 充满着圣光与金光的天地间，突然有着血红之色掺杂进来。 无数人的面庞，在此时猛然剧变，特别是那些万凰灵院的女孩们，俏脸更是变得异常的难看。 因为，在此时，金凰的后方，突然有着血光浮现，一头巨大的血魔兽踏空而来，凶气冲天，巨拳毫不留情的狠狠挥下。
【当前段落】: 原本的两人对战，却是在此时，变故陡生！ 铺天盖地的血光以一种蛮横的姿态冲进了金光与圣光弥漫的天地，而那一道浑身散发着暴戾气息的血魔兽，也是在此时犹如恶魔般的出现在了那黄金圣凰所化的金光之后。 突如其来的变故，几乎是让得全场为之震惊。 他们实在是无法想象，这个原本不属于这座战台的大家伙，怎么会突然间闯进来... “他...要干什么？”有人忍不住的瞪大眼睛，失声的喃喃道。 在那无数人失神间，那血魔兽已是爆发出凶狠的咆哮之声，而后它巨拳紧握，血光喷薄间，一拳狠狠的轰出，仿佛一道血红流星，以一种快若奔雷般的速度，重重的轰向了黄金圣凰。",0
C00074,"[ROW] 
【前文回顾】: 见状，林动也是一笑，那种狠毒的精神秘技，他自然是不懂，不过用来恐吓一下显然也是效果不错。 “你们阴傀宗，在上一次大荒古碑开启时，曾经自符傀巢穴底部，得到过一种东西吧？”林动淡淡地道。 听得此话，腾儡眼瞳陡然一缩，旋即微垂着头，冷声道：“不知道。” “唉。”林动轻叹了一口气，袖袍一挥，那精神之火便是狠狠地轰在腾儡脑袋之上，一股股灼热之意，疯狂的渗透进其泥丸宫，炙烤着其中的精神力。 被精神之火侵入泥丸宫，那腾儡顿时凄厉的惨叫起来，那种疼痛，比起肉体伤害，可是要剧烈许多倍。
【前文回顾】: 林动漠然地望着那满地打滚的腾儡，双手负于身后，任由后者发出凄厉的惨叫声。 “停下来！我告诉你！”在林动那冷漠的目光下，坚持了数分钟的腾儡，终于是声音急促而嘶哑地道，他没办法不妥协，继续这样被精神之火灼烧下去，他的泥丸宫都将会彻底的被焚毁，而被打破了泥丸宫，对于他来说，无疑比死更难受。 林动修长的双指一拈，那朵精神之火便是掠回气指尖，眼神平静地望着面色煞白的腾儡。 “上一次古碑空间开启时，我们阴傀宗，的确是从那符傀巢穴中得到了一种极为神秘的东西。”腾儡嘴中喘着气，嘶哑地道。
【当前段落】: “如今那东西存放于何处？”林动手指摩挲着那一朵精神之火，眼中也是泛起了道道波动，道。 “在阴傀城，我父亲自从得到那东西之后，便一直处于闭关之中，虽然我不知道那究竟是什么，但想来不是寻常之物。” “阴傀城……”林动眉头微微一皱，那里是阴傀宗的总部，防御森严，强者数量比起大傀城，不知道多了多少倍，他能够在大傀城来去自如，但却没把握在阴傀城来去自如…… “前两日我接到过消息，我父亲将会在十日之后，联合阴傀宗所有强者之力，因为他发现，那神秘之物中，似乎有着一道封印的存在，而想要真正炼化那东西，就必须破解封印，那种封印极为强大，他试过多次，最终都是失败，所以这一次，他打算聚集整个阴傀宗的力量，强行破开封印。”",0
C00109,"[ROW] 
【前文回顾】: 李洛这一刻，福至心灵，然后心念一动，“小无相神锻术”在体内缓缓的运转了起来。 就当李洛运转“小无相神锻术”的那一瞬，变故立即就出现了。 那矗立于山巅的金露台上，突然在此时荡漾出一道道玄妙金光,而突然出现的动静，也是引得在场众多人影面露错愕之色。 旋即他们就见到，那一道道金光冲天而起，竟是在这座山岳的上空，形成了一道巨大的金光奇阵。 金光奇阵散发着古老浩瀚的气息，奇阵中央位置，犹如是一只充满着威严的金色眼目。
【前文回顾】: 眼目中，投射出金光，似是在扫视金露台上的众人。 而敏锐的人发现,那金光内，弥漫着先前那种能够令得他们相性提升的神妙金烟，那种浓烈程度，远比刚才浓厚。 “这是金露台的额外馈赠？！”有人惊喜出声，声音中充斥着浓浓的贪婪之意。 一些人甚至口水都要忍不住的流出来，因为只要享受过神奇金烟的人，方才知晓此中的诱惑，那种金烟若是带出去，不知道会引发多少人争夺。 但金烟显然凝炼不易，即便是在这金露台上，每人也只是分得有限的分量,而如今，金光突然出现如此浓厚的金烟，怎能不惹人觊觎。
【当前段落】: 有人试图强行掠夺，但施展而出的攻击，在一接触到金光时，便是直接烟消云散，于是他们只能不甘心的放弃硬来的想法，开始眼巴巴的看着那金色光柱不断的来回扫动，期盼着这份天大的馅饼落到自己的头上。 金光在无数道贪婪的目光中不断的扫动，最终，金光汇聚在了一座金色莲座上。 莲座上，有一人影盘坐。 无数目光愤怒的投射而去，那个幸运儿，竟然不是自己？！ “李洛？！” 赵神将望着那金色莲座上闭目的身影，面色顿时变得阴沉起来，因为那里，正是李洛所在。",1
C00183,"[ROW] 
【前文回顾】: “这小子，真狠！” 望着那被林动抓着脖子，面色涨紫的腾儡以及脸色逐渐铁青起来的腾刹，不少人面面相觑，旋即低声喃喃道。 不过，光凭这样的话，想要安然离去，或许还是有些困难。 “腾儡？！” 那腾刹的身形，也是在此刻停止了下来，他面色极为阴沉地望着那被林动抓住喉咙的人影，眼中有着疯狂的杀意涌动。 “小子，你若是敢伤傀儿丝毫，我必让你后悔来到这个世界上！”腾刹阴森的喝道。 “滚开！” 林动面色也是一片冰冷，手掌猛然一用力，顿时那腾儡的面色便是变得涨紫起来，他厉声喝道。
【前文回顾】: “咻咻！” 在腾刹出手拦住林动的刹那，周围那些阴傀宗的强者也是飞快地掠来，不过碍于林动手中的腾儡，却是无人敢发动攻击。 腾刹眼神阴厉，如同毒狼一般，死死地盯着林动，身体却没有半点的后退，他缓缓地道：“林动，只要你将宝物交出来，并且将腾儡放开，我以阴傀宗宗主的身份向你保证，绝对会任由你安然离去！” “狗屁！”林动冷笑，这腾刹还真当他是三岁小孩不成，他与阴傀宗他之间的恩怨，已是无法调节，而且先前他所展现出来的符文，也必然是落入了腾刹等人眼中，他们断然是不可能会让林动带着那能够破解封印的符文离去！
【当前段落】: 闻言，腾刹眼神之中，阴寒更甚。 “腾刹，莫非你真以为我不敢杀了他不成？”林动目光环视周围，眼中同样是涌上一抹森冷的杀意，喝道。 “好，我让你离去，只要别伤害儡儿！”腾刹眉头紧皱，突然沉声道，而其话音落下，其手掌也是一挥，周围的那些阴傀宗强者见状，这才小心翼翼的退散而开，不过他们的目光，依然是锁定在林动的身上，随时都欲暴冲而出。 林动注视着腾刹，眼芒闪烁，不过此时也没办法多想什么，手掌一拍小炎，后者便是振动宽大的血翼，谨慎的转身而掠。",0
C00093,"[ROW] 
【前文回顾】: 而在那院牌之上，拥有着高达两万的分数。 “你！”吕天见状，面色顿时一变。 “战利品而已。”牧尘微笑道。 他屈指一弹，他手中也是有着一道院牌闪现而出，旋即直接是将吕天他们院牌中划过了一半分数，接着他们手中院牌的分数，则是提升到了一万三左右。 这个分数是以前的牧尘他们从未达到过的，不过这个时候，却是连前十六都进入不了。 牧尘将吕天的院牌丢还回去，后者咬着牙，那眼神则是有些怨毒。 洛璃，温清璇，徐荒他们也是在此时掠来，然后温清璇靠近过来，美目轻轻的瞟了一眼半空中那些先前也是对牧尘发动攻击的众多队伍，道：“那些家伙怎么处置？”
【前文回顾】: 牧尘把玩着院牌，眼中掠过一抹冷色，道：“既然出手了，那自然都要付出一些代价，他们这些天跟随着吕天也抢了不少人，有这般结果，也是咎由自取了。” 徐荒闻言顿时一惊，道：“这里的队伍，起码上百支，如果要对他们动手的话，恐怕会有些麻烦。” 半空中，那些先前对牧尘出手的众多队伍似乎也是察觉到了牧尘不善的目光，当即心头都是一寒，旋即他们悄然的靠近一些，他们这么多队伍汇聚在一起，那牧尘再厉害，应该也不敢犯众怒吧？
【当前段落】: 牧尘显然也是察觉到他们的举动，当即那嘴角掀起一抹讥讽笑容，然后他视线看向了林州等人。 林州瞧得牧尘的目光，也是一怔，旋即目光闪烁，立即便是明白了牧尘的想法，当即他也是咧嘴一笑，笑容有着森然的点点头。 “各位，先前这些王八蛋抢我们抢得开心，现在总不能这么放过他们吧？”林州跃起，他望着之前被围剿的那数十支队伍，厉声道。 听到他的喝声，那数十支队伍也是有些骚动，眼中都是有着恨意浮现，不过他们毕竟人数占少，一时间也不敢轻易的出手。",0
C00471,"[ROW] 
【前文回顾】: 微抿着嘴。萧炎默默的点了点头。对树上的海波东郑重的弯身行礼。沉声道：“海老。不管如何。今日你的所助。萧炎谨记在心。日后海老若是有什么需要人手以及难办之事。力所能及内。小子定会鼎力相助！” “呵呵。好既然如此那便先在这里分别。日后有要帮忙的地方。可以直接来帝都米特尔家族。”笑着点了点头海波东道。 不管如何。对她要多一分戒备。这个女人的狠辣。远远超出你的意料。”海波东眼角再次瞥了一眼前方的美杜莎女王嘴巴微微动。低不可闻的声音被斗包裹着。悄悄传进了萧炎耳中。
【前文回顾】: 萧炎不着痕迹地点点头。 “小家伙。告辞！”对着萧炎再度拱了拱手。海波东看了一眼身旁的凌影。也是冲着他和善的笑了笑。背翼振动。猛然间冲天而起。然后消失在蔚蓝地天空之上。 “这位老先生”目送着海波东离开。萧炎又是再度将目光投向那笑眯眯的凌影。恭声道。 “呵呵按照命令。你离开了云,宗。我的任务也是完成了所以。我也该回去了。”凌影笑了笑冲着萧炎竖起拇指：“小家伙这次的不错。有魄力” “老先生廖赞了小子也只是因为有着您们几位撑腰方才这般壮胆。不然的话借我几个胆。也不敢云岚宗上放*。”萧炎笑着道。
【当前段落】: 凌影开怀大笑道：“|家伙。你那脾气倒是对我胃口。不过我有其他任务在身。也不能继续久留了。就在这里告辞了吧。日后再见时。老夫请你痛饮一番。” “多谢了。”望着那缓缓腾身而的凌影。萧炎笑着点了点头。 “另外。看在你我臭味相同的份上。我给你,话。”双翼忽然一停。凌影正视着萧炎。认真的道：“斗气大陆很大。你必须尽快让的自己变强起来。不然的话就是连选择喜欢的人的权利都没有！” “好了。话语至此。你好自为之吧。日后。你会知道我这话地意思。”摆了摆手。凌影身体急速升空伴随着一声破风声响。身体化为一模糊黑影。迅速失在天际之边。",0
C00128,"[ROW] 
【前文回顾】: 他们当然是乐意见到天渊域倒霉，因为这样他们才有机会。 一旦今日天渊域无法闯过的话，那么对其声望将会有着极大的打击，那种打击，远超之前三山盟对他们的挑衅。 郗菁眼神冷漠的看了那几位法域强者一眼，她也知晓以如今天渊域的状态，的确是墙倒众人推，而这一切，都是因为缺乏圣者坐镇，否则但凡苍渊能够现身，混元天内这些顶尖势力，哪敢对天渊域有半点的挑衅？ 郗菁看向笑眯眯的赵仙隼，道：“赵仙隼，等颛烛师兄出关的话，我会让得他亲自来找你问候问候的。”
【前文回顾】: 听到这个名字，赵仙隼脸庞上的笑容微微凝滞了一瞬，旋即淡笑道：“听说他在闭死关，这么多年没什么动静，别只怕是身陨了吧？” “无胆鼠辈，正面交锋毫无胜算，也就只能如此期盼了。”郗菁轻蔑的道。 赵仙隼的面庞终于是变得有些阴沉下来，他冷冷的盯着郗菁，然后后者却怡然不惧，同样瞪了回来，道：“怎样？想要动手吗？那我倒也是想要领教一下颛烛师兄的手下败将这些年有什么提升？” “咳……” 而就在两人剑拔弩张的时候，那位灰袍老者，紫霄域的陆玄罡轻咳一声，道：“两位莫要耽搁了九域大会。”
【当前段落】: 赵仙隼眼神冷冽，道：“郗菁，你不要以为胡搅蛮缠今日就能够改变什么，签数照旧！你若是不满意，可以让你们天渊域直接不参与！” 说完，他便是不再理会郗菁，目光俯视整个陨落城，声音响彻而起。 “签数已定，各方准备吧！” 陨落城内，传出了一些低低的声音，虚空上那些法域强者在经过一阵博弈后，最终还是选择签数不变。 这天渊域，果然是不如从前了啊！ 当然，如果还是如同从前那般强悍，即便是抽到二号签，那也并没有什么好为难的。",0
C00241,"[ROW] 
【前文回顾】: “据我说知，三年前的萧炎，并不懂得炼药术，而如此方才三年时间，居然便是能够炼制出三纹青灵丹这种等级的四品丹药，这果这是真的，那么他的炼药天赋，未免也太可怕了。”古河沉声道。 “虽然说出来有些丢人，不年轻一辈中，他却是我唯一佩服地人，他在炼丹上的天赋，真的很恐怖。”柳翎认真的道。 “你也会对人输？看来这次大会的失败，对你也并会是没有好处啊，至少不会再向以前那般张狂了。”略微有些诧异的瞥了一眼柳翎，古河道，以他对自己这个弟子的认识，自然是清楚他骨子里的傲气，没想到他竟会对这个明显比他还要小上一些的萧炎感到心服。
【前文回顾】: 闻言，柳翎讪的笑了笑，不敢接过话头，他也知道以前自己地傲气，让得古河有些头疼与无奈。 “他手中的青色火焰，应是一种异火吧而那紫色火焰，则更像是兽火的一种，想必是从某种高阶魔兽身上所取得的吧。”古河不愧是炼药大师，一眼便是瞧出了萧炎手中青莲地心火以及紫火的底细。 “能够将两种火焰控得这般熟练，这萧炎灵魂力量不弱啊，也难怪连你也会败给他，同时操纵两种火焰，这即使是一些四品炼药师，也难以办到。”所谓外形看热闹，内行看门道，仅仅是粗略扫过，古河便是看出了萧炎的一些特别之处。
【当前段落】: 一旁，赶忙点头。 “不过这青色火焰，怎让我有些熟悉的感觉？”眉头忽然皱了皱，古河疑惑的低声道。 “青色火焰异火”嘴中缓缓的喃喃着，古河的脸色也是忽然忽明忽暗地变幻了起来，他忽然记起，当初他在塔戈尔大沙漠中，费尽千辛万苦，不惜直闯沙漠深处，与美杜莎女王大起冲突，最后所为的像便是一种青色的异火吧？ 从沙漠回来之后，古河也是想清了一些东西，他们这次的沙漠夺火之行，似乎完全一直被别人算计着，一行人的努力，最后都是为那神秘人做了嫁妆。",0
C00952,"[ROW] 
【前文回顾】: 但即便如此，此时李洛也是满心的激动，这份奖励，远远超过了他的想象。 而且最关键的是，他能够借助此物，窥探到那所谓的“圣种”。 眼下他或许还不够资格接触那真正的“圣种”，可有了“龙种真丹”，总归是可以提前了解接触一点，同时为未来做好一些打算。 李钧抬手，那一枚暗青色的“龙种真丹”便是徐徐的飘向李洛。 李洛赶紧伸手接住，而当“龙种真丹”落在他掌心时，他突然感觉到掌心传来刺痛，那“龙种真丹”竟然是咬破了他手掌，然后直接钻进血肉之中。
【前文回顾】: 李洛微微感应，这“龙种真丹”竟然是沿着他体内的血液在流转而动。 “多谢老祖赐宝！”李洛兴奋的道。 李钧摆摆手，道：“这也是你用自己本事赢来的，加油吧小娃子，希望下次再见，你已成功封侯。” 话音落下，只见得李钧老祖的身影也是逐渐的变淡，最终就这样化为青烟，消散在了众人视线之中。 “恭送老祖！” 下方，八千旗众恭敬的跪拜。 而此时，天地空间也开始变得扭曲，李洛明白，这是煞魔洞的挑战结束了。 李洛将手中的“龙象刀”收起，重重的吐了一口气，终于，结束了。
【当前段落】: 来到龙牙脉一年左右的时间，李洛在这二十旗的修行，算是圆满落幕，而在这里，他也获得了极大的提升。 初来龙牙时，他尚只是初入地煞将阶。 而一年左右的时间，却已踏入五星天珠境！ 这般实力，若是放在圣玄星学府，甚至已经有了挑战七星柱的资格，而从院级来说，他现在顶多就是初入三星院。 初入三星院的五星天珠境，这在圣玄星学府恐怕就是妖孽。 由此可见，在这龙牙脉修炼，诸多资源所带来的加持，的确远非外神州可比。 在李洛心绪流转间，空间变幻，眼前再度清晰时，只见得已是身处煞魔洞外。",0
C01302,"[ROW] 
【前文回顾】: “嘿嘿。自家人啊自家人。放心。萧炎兄弟。会比试开始。我会留手的。绝不会让你有损伤的。不然玉儿怒了。会倒霉的。”瞧萧炎点头。陆牧顿嘿嘿一笑。极其热络的笑道。 “呃”听这话。萧哑然。这个家伙真是一个自来。初次见面。也能将两人的关系扯到那的步去。实在是个人才。 “既然如此。那多谢陆牧学长了。不过我也对那前五的名次很感兴趣。陆牧学长还愿意水么？”萧炎轻笑道。 “咳炎兄弟啊。凡事要脚踏实的的好。不要好高骛远。那前五就是连我多大信心。虽然你打败了薛崩。可要知道。那家伙在选拔赛中实力也就仅仅中游位置而已。”闻言陆牧脸庞一红。干咳着笑道。
【前文回顾】: 的陆牧这表现。炎不由的一笑这个家伙倒也耿直。不像白山那种阴冷性子。 “开始吧！”此时。裁判席上。一名中年挥了挥手。朗声道。 “陆牧学长。打败萧炎！”“让他知道迦南学院的厉害！” 中年裁判的声音刚刚落下。那看上便是传出一阵阵助威声。只不过。那些喊着这种话的。还是男学员居多而似乎随着这些男学员的剧烈反应。反倒是让一些富有同情的女学员不乐意了。不管怎么说。萧炎在昨天所展现来的实力足以让的很多人感到震撼再加上萧炎容貌也并不差欣长的身姿加上清秀脸庞。也很是吸引了不少孩子的目因此。在些喊着打败萧炎的声音响起之后不久。一道道整齐清脆的少女助威声。是替萧炎拉起了声势。
【当前段落】: “呵。看来萧炎这家伙也很是讨女孩子喜欢啊这才来天时间而已便是有人替他喊助威了起来。”听些娇喝声。若琳导师不的掩嘴笑道。 一旁儿也是轻笑点头。 “萧炎。打败那个罐子！”被广场上那对轰而起的两股助威声带动脸颊泛红。萧玉忽然双手放在嘴边。大声喊道。 的那在广场上空纠缠不休的两股呐喊声。萧炎无语的摇了摇头。抬头望向对面的陆牧。了耸肩膀。手掌缓缓握上背上玄重尺柄。“嗤”的一声。重尺划破空气。斜指的面。一股青色斗气自其体内缓缓升腾而起。最后将萧炎整个身体都是包裹其中。一股雄浑气息。蔓延而出。",0
C00403,"[ROW] 
【前文回顾】: “事情发展到这一步。云棱也该小心的思量一下的失了啊。为了一个墨承而已。的罪拥有这般-的萧炎。简直就是的不偿失*。”法声道。 “现在就要看云棱己的计算了啊。如果他能够放下萧炎给他的耻辱。而让的对方安然离。倒也没什么。可若是放不开。执意要留人的话。那么大战难免。” 加刑天微微点了点头。抬头望着|一脸铁青。拳头紧握的云棱。喃喃道：“希望他不会一意孤行吧。” 场中。所有人都是抬头望着天空。纳兰嫣然贝齿轻咬着红。心情几乎复杂的犹如打翻了五味瓶一般。她从没想到过。今天的事情竟然会将两名斗皇强者都弄了出来。而这两位实力几乎不下于她的师傅的强者。却全部都是以萧为中心。全力协助着他的安全离去。
【前文回顾】: 纳兰嫣然嘴角溢出一抹苦涩。当年那个萧家废物。如今。却是几乎将云岚宗掀了个天翻的覆。而这一切。皆是因为当年的那个退婚之举。或许。也正是自己的那番刺激。才真正的让的这个本该是废物的萧家少爷。彻彻底底的蜕变了吧。 “如果当年没有”轻轻的呢喃了一声。纳兰嫣然猛然惊。手紧握。心中不知何时升起的那抹淡淡悔意。让的她有些惊恐。手掌捂着酥胸。深吸着冰凉的空气。 与纳兰嫣然的苦涩比。那巨树的纳兰桀也是颓丧的叹了一口气。伴随着越来越多的强者以萧炎为目的的出场。他也是逐渐感觉到了这个年仅十七的青年背后所蕴含的那恐怖力量。本。这个说不定未来将会成为加玛帝国最强的青年。能够成为他纳
【当前段落】: 人。并且将这个族带上前所未有的强盛之途。不嫣然当年的冲动之举。却是彻底底的将这个期望。给粉碎了去。 在这种时候。纳兰终于是感觉到了什么才叫做真正的后悔。然而在后悔之余。心中也是牵绕起了许些羞愧。如果在先前云棱对萧炎出手之时。他能够站出来替萧炎说几句话。那也是好的啊。更何况。在明明知道萧炎便是那当初救了他一命的的岩枭后。他却依然没有踏出身来。似乎在某种潜意识中。他也并不想见到或许对纳兰家抱有一敌意的萧炎。顺利离开云岚宗。",0
C01370,"[ROW] 
【前文回顾】: 望着药老消失，萧炎微微皱了皱眉头，抬头望着窗外的月光，喃喃道：“内院？那里真的有陨落心炎么？” “希望不要让我失望吧。” 今日，注定是迦南学院今年中最热闹的一天，因为那汇聚了所有学员眼光的内院选拔赛，将会在今日达到最令人为之激动的**阶段！ 琥嘉，白山，吴昊，薰儿，萧炎，这五位在前两日的比赛中，已经清楚的向所有人显示了他们那让人惊叹不已的强横实力，而今日，这五位这一届外院中最强的学员，便是将会展开最吸引人眼球的强强碰撞！
【前文回顾】: 而也正因为此，今日广场上所汇聚的人数，几乎是前两日的几倍之多，这些围观的人，并非完全是学院的学员，还有很多，是从学院之外的迦南城内慕名而来，作为生活在迦南城中的一员，这些年中，他们也清楚，今日方才是整个迦南学院每年最热闹的时候，因此，自然是不会错过这等盛会。 当萧炎等人来到大广场之外时，望着那几乎将广场入口堵得水泄不通的人龙，不由得有些无语，最后还是在若琳导师的关系下，几人方才从一处防守严密的通道进入了广场内。
【当前段落】: 穿过一条长长漆黑通道，然后行出视线尽头的洞口，在出洞口的那一霎，无比喧哗的种种声响，猛然浮现耳边，让得刚刚还处于一种极静环境下的萧炎等人头晕眼花，好半晌后，方才逐渐回过神来，抬头望着广场周围那近乎密密麻麻的人群，不由得相视苦笑。 一行人顺着广场底部缓走上，最后在前两日的班级位置上停下，这才松了一口气的坐了下来。 坐在椅上，萧低声与身旁的薰儿笑谈着，突然间停止了说话视线转向广场的一处特殊通道处，那里，被一群人如同众星捧月般，簇拥在中间的白山，正对着这边望来，瞧得萧炎的目光，他英俊脸庞上不由得浮现一抹冷笑，嘴唇微微蠕动，虽然并未出声萧炎却是依然分辩出了他所说之话。",0
C00827,"[ROW] 
【前文回顾】: 不过这一点从其吩咐赵牧神擒住他也能够猜到一些端倪，只是如今被武神大尊给证实了。 这让得周元有些头皮发麻，毕竟被一位大尊给盯上，实在不是什么好受的事情，如今苍渊师父在外，混元天内发生什么事情，恐怕也是远水救不了近火。 “那位好歹是一位大尊……身份超然，总不可能自降身份来对付我一个小小神府。”周元有些不甘心的道。 “你一个小小神府，的确是没人会在意，但你身后的牵扯，却是有天大之事，这足以让得万祖出手了。”
【前文回顾】: 武神大尊淡淡的声音在周元的脑海中回荡：“怎么样？本座的提议你可有兴趣？一位大尊为了你亲自出手，这份量不轻了。” 周元眼神变幻，半晌后，道：“那大尊是永远不打算让我取回属于我的最后一道圣龙之气吗？” “时机到时，自会让你取回。”武神大尊语气飘渺。 周元双目微眯，若他只是独自一人，倒还真不怕那万祖大尊，无非一死，但现在他却不能死，甚至不能被擒住，因为他还有着更为重要的事情，那就是让夭夭苏醒过来。 为了达到这个目标……圣龙之气虽然重要，但也未必不可暂时舍弃。
【当前段落】: 如今这武神大尊，无非也是仗着他的靠山苍渊无法出手，但周元相信，苍渊迟早有回混元天的那一天，等到了那个时候，他也就不用再担心武神大尊的干预。 于是，他不再犹豫，轻轻点头：“我同意了。” 武神大尊似是淡淡笑了笑，他也没有多说什么承诺之言，因为光是大尊这个身份，就抵过万千。 此时，那种令得天地凝滞的力量在此时消失而去，凝固的源气也是开始流动起来。 “殿下！” 苏幼薇第一时间来到了周元身旁，俏脸凝重，显然也是察觉到了先前的异况。",0
